Date,Electricity_Coal,Electricity_Natural_Gas,Electricity_Nuclear,Electricity_Other_Gas,Electricity_Petroleum,Energy_Wood,Electricity_Hydroelectric,Electricity_Geothermal,Electricity_Solar,Electricity_Waste,Electricity_Wind,Renewable,Non_Renewable
1991-07-01,147479.919,43183.115,60734.6,962.749,11828.884,2168.64,25493.488,1354.493,82.396,1256.914,155.313,28342.604,266357.907
1991-08-01,147805.166,43055.198,58472.648,962.749,12747.915,3252.085,22760.129,1340.937,71.514,1369.549,227.793,25769.922,266295.761
1991-09-01,132462.384,35369.412,51873.616,931.693,9289.404,3860.625,19342.72,1257.745,60.207,1299.862,207.084,22167.618,233787.134
1991-10-01,128848.55,36160.827,47652.637,962.749,6965.612,3316.047,18522.003,1327.954,35.616,1170.789,424.523,21480.885,223906.422
1991-11-01,132419.963,28083.309,46295.177,931.693,8362.472,3111.313,19368.497,1390.1,25.157,1329.616,424.523,22537.893,219203.927
1991-12-01,136022.222,24359.909,53589.448,962.749,9498.702,3765.671,22962.717,1439.264,13.003,1255.126,196.73,25866.84,228198.701
1992-01-01,141152.703,26411.959,57848.681,1123.982,11491.656,3914.646,22814.731,1415.114,8.702,1595.177,150.001,25983.725,241943.627
1992-02-01,125269.566,25994.453,52803.662,1051.467,9344.916,2776.58,18953.83,1246.593,11.098,1538.734,515.629,22265.884,217240.644
1992-03-01,131359.665,31177.692,45835.381,1123.982,9921.979,2354.783,22980.103,1419.386,14.124,1467.942,328.128,26209.683,221773.482
1992-04-01,123494.618,33543.053,42267.583,1087.724,7327.436,2233.63,20568.506,1284.733,29.257,1299.825,318.753,23501.074,209954.044
1992-05-01,127361.124,34499.098,45627.313,1123.982,5807.547,1427.616,23440.876,1360.468,46.913,1597.927,93.751,26539.935,215846.68
1992-06-01,133411.196,37363.775,51185.047,1087.724,8456.517,2694.44,23686.565,1344.893,45.904,1533.779,75.001,26686.142,234198.699
1992-07-01,153081.646,46755.043,56048.753,1123.982,9619.636,3101.474,20712.381,1364.252,62.172,1592.972,75.001,23806.778,269730.534
1992-08-01,145957.289,42503.115,58655.626,1123.982,7797.422,3663.035,19189.388,1374.444,60.406,1565.239,140.626,22330.103,259700.469
1992-09-01,137074.121,38895.517,50919.47,1087.724,7705.225,3270.9,17723.811,1277.633,46.03,1531.867,318.753,20898.094,238952.957
1992-10-01,131730.799,31459.534,48783.96,1123.982,7781.598,3741.686,17430.911,1348.255,37.581,1409,243.752,20469.499,224621.559
1992-11-01,129237.137,28444.051,50725.542,1087.724,7702.582,3862.213,20505.256,1344.244,28.375,1092.432,281.252,23251.559,221059.249
1992-12-01,142076.174,27027.084,58075.245,1123.982,7197.649,3487.659,25081.646,1357.949,9.08,1591.144,346.878,28386.697,238987.793
1993-01-01,142599.134,26869.202,59076.169,1100.355,8202.59,3793.371,26047.263,1442.919,9.366,1873.13,247.393,29620.071,241640.821
1993-02-01,134109.412,26584.348,51319.099,993.869,7862.839,3383.151,21022.929,1402.587,17.759,1449.388,49.479,23942.142,224252.718
1993-03-01,140592.991,31012.176,46605.706,1100.355,9709.406,3495.66,24580.356,1461.515,34.544,1834.155,519.526,28430.096,232516.294
1993-04-01,124275.274,27688.832,43198.624,1064.86,5897.49,2827.753,26664.614,1450.613,54.127,1336.579,371.09,29877.023,204952.833
1993-05-01,124777.417,26243.496,50366.855,1100.355,5968.087,1746.329,30698.321,1290.074,49.505,1545.9,371.09,33954.89,210202.539
1993-06-01,141785.177,38158.635,52620.167,1064.86,8847.959,1871.602,27896.142,1299.847,35.395,1569.395,86.588,30887.367,244348.4
1993-07-01,163018.484,48505.411,56502.161,1100.355,12850.284,2259.675,24724.493,1426.937,62.398,1506.075,136.066,27855.969,284236.37
1993-08-01,160903.125,52149.71,56208.868,1100.355,13569.364,3859.811,20980.897,1448.882,68.237,1251.73,74.218,23823.964,287791.233
1993-09-01,138219.712,39052.619,49988.643,1064.86,11058.123,3427.191,18243.103,1397.201,56.56,1531.037,136.066,21363.967,242811.148
1993-10-01,135141.229,36535.957,44434.321,1100.355,8678.093,3511.72,18196.766,1385.085,33.936,1513.457,284.502,21413.746,229401.675
1993-11-01,136474.76,33229.803,46862.472,1064.86,8474.455,3771.985,18970.892,1371.456,26.759,1412.545,457.677,22239.329,229878.335
1993-12-01,148173.517,28896.608,53108.129,1100.355,11669.489,3675.157,22468.232,1411.45,13.866,1509.641,272.132,25675.321,246623.255
1994-01-01,157610.619,28533.496,56846.753,1131.207,16983.862,4725.823,21328.632,1412.708,25.368,1273.323,0,24040.031,265831.76
1994-02-01,135521.483,25032.403,49821.381,1021.735,11231.431,3338.052,20439.134,1284.857,21.584,1345.642,100.401,23191.618,225966.485
1994-03-01,138020.41,30118.99,48969.479,1131.207,9260.077,3363.752,23595.589,1294.141,49.475,1587.222,546.629,27073.056,230863.915
1994-04-01,123992.011,32556.27,43192.096,1094.717,8927.386,2906.123,24696.325,1325.641,48.074,1422.12,412.761,27904.921,212668.603
1994-05-01,130799.282,33045.081,48525.043,1131.207,8131.902,1702.614,25894.744,1301.071,50.036,1750.198,368.138,29364.187,223335.129
1994-06-01,152297.287,47110.441,51751.052,1094.717,11501.569,2184.95,25012.481,1168.938,56.483,1711.115,368.138,28317.155,265940.016
1994-07-01,157096.865,52819.206,59122.618,1131.207,10838.593,3735.55,23362.195,1238.416,53.119,1609.624,189.647,26453.001,284744.039
1994-08-01,156436.879,56193.01,60104.031,1131.207,7053.626,3114.001,20298.207,1364.68,39.384,1584.392,133.868,23420.531,284032.754
1994-09-01,136604.499,44592.987,55628.189,1094.717,5847.18,2845.446,16576.959,1261.829,49.615,1460.812,312.359,19661.574,246613.018
1994-10-01,134182.723,40640.265,50702.568,1131.207,5311.888,3550.346,17513.638,1294.504,55.782,1743.898,356.982,20964.804,235518.997
1994-11-01,127988.517,36335.013,55279.658,1094.717,5211.846,3327.088,19145.552,1280.548,27.611,1712.006,490.85,22656.567,229236.839
1994-12-01,140143.288,33241.522,60496.964,1131.207,5601.622,3143.619,22262.277,1308.122,10.091,1928.244,167.335,25676.069,243758.222
1995-01-01,147220.464,32759.903,63341.706,1177.996,5096.439,2583.262,24868.579,1151.068,5.211,1635.275,5.703,27665.836,252179.77
1995-02-01,132900.242,28126.101,51858.111,1063.996,8628.777,2009.659,25043.078,835.906,9.024,1416.782,23.382,27328.172,224586.886
1995-03-01,131429.813,38977.298,51879.92,1177.996,3774.45,2591.337,28569.531,918.627,17.666,1436.203,4.562,30946.589,229830.814
1995-04-01,123075.938,36240.672,49320.883,1139.996,4062.137,3196.259,24574.056,794.558,51.22,1903.075,6.843,27329.752,217035.885
1995-05-01,130418.121,39909.814,54386.954,1177.996,5379.366,2399.732,27781.522,718.396,67.997,1210.5,408.613,30187.028,233671.983
1995-06-01,142845.57,44978.658,56380.848,1139.996,5418.139,2213.492,30225.224,791.132,81.342,1780.563,498.433,33376.694,252976.703
1995-07-01,163519.32,59990.137,62037.146,1177.996,8885.625,3967.812,27470.441,860.002,72.572,1717.76,619.905,30740.68,299578.036
1995-08-01,172128.181,68167.711,61660.819,1177.996,10117.909,4131.674,24377.265,1478.777,70.284,1819.666,545.767,28291.759,317384.29
1995-09-01,139910.494,48032.565,55689.862,1139.996,5942.52,3356.834,20027.112,1034.776,52.237,1776.224,572.856,23463.205,254072.271
1995-10-01,135947.424,37641.812,54293.47,1177.996,4288.404,3793.337,23151.481,1744.081,35.968,1934.325,256.63,27122.485,237142.443
1995-11-01,138514.304,32338.559,52708.355,1139.996,4314.452,3234.788,25541.661,1562.952,25.165,1970.476,125.179,29225.433,232250.454
1995-12-01,151516.596,28894.716,59844.049,1177.996,8645.847,3042.895,29202.798,1487.983,8.134,1804.121,96.379,32599.415,253122.099
1996-01-01,157323.537,29525.285,62941.562,1215.93,9515.748,3353.357,30721.282,968.3,12.993,1359.934,147.279,33209.788,263875.419
1996-02-01,142053.138,25034.042,55927.692,1137.482,9965.328,2290.232,31796.124,987.784,19.079,1550.901,111.817,34465.705,236407.914
1996-03-01,143003.407,28082.135,55473.88,1215.93,7375.469,2855.809,33881.398,926.931,59.209,1743.517,187.533,36798.588,238006.63
1996-04-01,129580.8,29870.339,50325.24,1176.706,3869.512,1689.402,31842.701,1053.34,74.34,1538.821,244.4,34753.602,216511.999
1996-05-01,138974.494,43018.939,55636.922,1215.93,4825.59,2331.974,33260.65,707.462,85.689,1586.998,391.679,36032.478,246003.849
1996-06-01,150947.294,48037.369,57497.751,1176.706,6747.343,2950.78,31924.874,1060.028,91.281,1868.144,375.705,35320.032,267357.243
1996-07-01,163639.74,56112.264,60953.431,1215.93,9166.751,3504.264,28874.27,1519.593,71.215,1996.354,535.125,32996.557,294592.38
